ResponseId,Q,A.Code,B.Code,Winner,Loser
R_21aomaYXkVn3UYf,2859,Scrambled egg,Aubergine,Scrambled egg,Aubergine
R_3Eosvtbcu2F0Ed4,2859,Scrambled egg,Aubergine,Scrambled egg,Aubergine
R_3Eosvtbcu2F0Ed4,2861,Butternut squash,Croissant,Croissant,Butternut squash
R_8Dp7AOsCDvGs3MB,2863,Milk,Bread,Bread,Milk
R_1ffl1Rih1LXOCbP,2866,Cheddar cheese,Orange,Orange,Cheddar cheese
R_272OpdketQIXsXY,2867,Falafel,Marmite/vegemite,Marmite/vegemite,Falafel
R_2cwRNZmU1CxrGvr,2868,Strawberries,Rice,Strawberries,Rice
R_1osVjftziw1PiXx,2869,Courgette,Steak,Steak,Courgette
R_2xXXd2eve9sTcju,2870,Roast chicken,Apple pie,Roast chicken,Apple pie
R_2cwRNZmU1CxrGvr,2870,Roast chicken,Apple pie,Apple pie,Roast chicken
R_1OoVl17KxREmvA2,2870,Roast chicken,Apple pie,Apple pie,Roast chicken
R_1GNtHSky2kAJy9W,2871,Crepes,Sweet potatoes,Sweet potatoes,Crepes
R_2xXXd2eve9sTcju,2872,Soup,Donuts,Soup,Donuts
R_1ffl1Rih1LXOCbP,2873,Fried eggs,Rice,Rice,Fried eggs
R_1osVjftziw1PiXx,2873,Fried eggs,Rice,Fried eggs,Rice
R_1GNtHSky2kAJy9W,2874,Chocolate chip muffin,Prawns,Chocolate chip muffin,Prawns
R_2xXXd2eve9sTcju,2874,Chocolate chip muffin,Prawns,Chocolate chip muffin,Prawns
R_3Eosvtbcu2F0Ed4,2875,Cheesecake,Bread,Bread,Cheesecake
R_272OpdketQIXsXY,2875,Cheesecake,Bread,Cheesecake,Bread
R_2xXXd2eve9sTcju,2875,Cheesecake,Bread,Cheesecake,Bread
R_2cwRNZmU1CxrGvr,2876,Ham,Sweet potatoes,Ham,Sweet potatoes
R_1ffl1Rih1LXOCbP,2881,Fried eggs,Carrot cake,Carrot cake,Fried eggs
R_272OpdketQIXsXY,2881,Fried eggs,Carrot cake,Carrot cake,Fried eggs
R_8Dp7AOsCDvGs3MB,2882,Strawberries,Gingerbread,Strawberries,Gingerbread
R_1osVjftziw1PiXx,2882,Strawberries,Gingerbread,Strawberries,Gingerbread
R_272OpdketQIXsXY,2882,Strawberries,Gingerbread,Gingerbread,Strawberries
R_1RJhOTKOxbFmZfr,2883,Falafel,Spinach,Falafel,Spinach
R_21aomaYXkVn3UYf,2886,Cashew nuts,Granola,Cashew nuts,Granola
R_3Eosvtbcu2F0Ed4,2886,Cashew nuts,Granola,Granola,Cashew nuts
R_2xXXd2eve9sTcju,2887,Cabbage,Spinach,Spinach,Cabbage
R_2xXXd2eve9sTcju,2888,Strawberries,Courgette,Strawberries,Courgette
R_8Dp7AOsCDvGs3MB,2889,Milk,Fried eggs,Fried eggs,Milk
R_1osVjftziw1PiXx,2889,Milk,Fried eggs,Fried eggs,Milk
R_1OoVl17KxREmvA2,2890,Peas,Onion rings,Onion rings,Peas
R_21aomaYXkVn3UYf,2890,Peas,Onion rings,Onion rings,Peas
R_2cwRNZmU1CxrGvr,2890,Peas,Onion rings,Onion rings,Peas
R_1ffl1Rih1LXOCbP,2890,Peas,Onion rings,Onion rings,Peas
R_1RJhOTKOxbFmZfr,2892,Ice cream,Sausage,Sausage,Ice cream
R_1GNtHSky2kAJy9W,2892,Ice cream,Sausage,Ice cream,Sausage
R_8Dp7AOsCDvGs3MB,2892,Ice cream,Sausage,Sausage,Ice cream
R_1GNtHSky2kAJy9W,2896,Noodles,Mango,Noodles,Mango
R_1OoVl17KxREmvA2,2896,Noodles,Mango,Mango,Noodles
R_1GNtHSky2kAJy9W,2898,Smoked salmon,Pasta,Smoked salmon,Pasta
R_1osVjftziw1PiXx,2898,Smoked salmon,Pasta,Smoked salmon,Pasta
R_1GNtHSky2kAJy9W,2899,Poached egg,Rocket/arugula ,Poached egg,Rocket/arugula 
R_1OoVl17KxREmvA2,2899,Poached egg,Rocket/arugula ,Rocket/arugula ,Poached egg
R_1osVjftziw1PiXx,2901,Gingerbread,Orange,Gingerbread,Orange
R_8Dp7AOsCDvGs3MB,2901,Gingerbread,Orange,Gingerbread,Orange
R_272OpdketQIXsXY,2904,Peas,Apple,Apple,Peas
R_21aomaYXkVn3UYf,2904,Peas,Apple,Apple,Peas
R_1ffl1Rih1LXOCbP,2904,Peas,Apple,Apple,Peas
R_1OoVl17KxREmvA2,2907,Rocket/arugula ,Sprouts,Rocket/arugula ,Sprouts
R_1GNtHSky2kAJy9W,2907,Rocket/arugula ,Sprouts,Rocket/arugula ,Sprouts
R_1ffl1Rih1LXOCbP,2908,Raspberries,Granola,Granola,Raspberries
R_1RJhOTKOxbFmZfr,2909,Scrambled egg,Spinach,Scrambled egg,Spinach
R_1osVjftziw1PiXx,2910,Carrot cake,Marmite/vegemite,Carrot cake,Marmite/vegemite
R_1GNtHSky2kAJy9W,2910,Carrot cake,Marmite/vegemite,Carrot cake,Marmite/vegemite
R_2cwRNZmU1CxrGvr,2913,Boiled egg,Chicken nugges,Chicken nugges,Boiled egg
R_21aomaYXkVn3UYf,2913,Boiled egg,Chicken nugges,Chicken nugges,Boiled egg
R_1OoVl17KxREmvA2,2913,Boiled egg,Chicken nugges,Boiled egg,Chicken nugges
R_2cwRNZmU1CxrGvr,2916,Raspberries,Sushi,Raspberries,Sushi
R_8Dp7AOsCDvGs3MB,2916,Raspberries,Sushi,Sushi,Raspberries
R_21aomaYXkVn3UYf,2917,Peach,Sweet potatoes,Peach,Sweet potatoes
R_1ffl1Rih1LXOCbP,2918,Kidney beans,Peas,Kidney beans,Peas
R_1OoVl17KxREmvA2,2918,Kidney beans,Peas,Peas,Kidney beans
R_1OoVl17KxREmvA2,2919,Popcorn,Milk,Popcorn,Milk
R_1RJhOTKOxbFmZfr,2920,Grapes,Mushroom,Grapes,Mushroom
R_1ffl1Rih1LXOCbP,2922,Steak,Kiwi,Kiwi,Steak
R_21aomaYXkVn3UYf,2923,Bacon,Cabbage,Bacon,Cabbage
R_1ffl1Rih1LXOCbP,2924,Spinach,Carrot,Carrot,Spinach
R_1ffl1Rih1LXOCbP,2925,Sweet potatoes,Tacos,Tacos,Sweet potatoes
R_1osVjftziw1PiXx,2925,Sweet potatoes,Tacos,Sweet potatoes,Tacos
R_1GNtHSky2kAJy9W,2926,Kiwi,Sushi,Kiwi,Sushi
R_8Dp7AOsCDvGs3MB,2928,Sushi,Yogurt,Yogurt,Sushi
R_1ffl1Rih1LXOCbP,2928,Sushi,Yogurt,Yogurt,Sushi
R_1GNtHSky2kAJy9W,2928,Sushi,Yogurt,Sushi,Yogurt
R_1OoVl17KxREmvA2,2929,Melon,Chicken nugges,Chicken nugges,Melon
R_8Dp7AOsCDvGs3MB,2931,Peas,Carrot cake,Carrot cake,Peas
R_2xXXd2eve9sTcju,2931,Peas,Carrot cake,Peas,Carrot cake
R_1RJhOTKOxbFmZfr,2934,Ice cream,Lamb,Ice cream,Lamb
R_2xXXd2eve9sTcju,2934,Ice cream,Lamb,Ice cream,Lamb
R_272OpdketQIXsXY,2934,Ice cream,Lamb,Ice cream,Lamb
R_1GNtHSky2kAJy9W,2935,Strawberries,Banana,Strawberries,Banana
R_21aomaYXkVn3UYf,2936,Apple,Gingerbread,Apple,Gingerbread
R_1RJhOTKOxbFmZfr,2936,Apple,Gingerbread,Apple,Gingerbread
R_3Eosvtbcu2F0Ed4,2936,Apple,Gingerbread,Gingerbread,Apple
R_3Eosvtbcu2F0Ed4,2937,Cabbage,Cod,Cod,Cabbage
R_8Dp7AOsCDvGs3MB,2937,Cabbage,Cod,Cod,Cabbage
R_21aomaYXkVn3UYf,2937,Cabbage,Cod,Cod,Cabbage
R_2cwRNZmU1CxrGvr,2939,Marmite/vegemite,Burger,Burger,Marmite/vegemite
R_3Eosvtbcu2F0Ed4,2939,Marmite/vegemite,Burger,Burger,Marmite/vegemite
R_21aomaYXkVn3UYf,2940,Prawns,Cheesecake,Cheesecake,Prawns
R_2cwRNZmU1CxrGvr,2940,Prawns,Cheesecake,Prawns,Cheesecake
R_8Dp7AOsCDvGs3MB,2941,Peach,Croissant,Peach,Croissant
R_1osVjftziw1PiXx,2942,Marmite/vegemite,Kiwi,Marmite/vegemite,Kiwi
R_1ffl1Rih1LXOCbP,2944,Corn,Banana,Corn,Banana
R_272OpdketQIXsXY,2944,Corn,Banana,Banana,Corn
R_8Dp7AOsCDvGs3MB,2947,Bread,Crepes,Bread,Crepes
R_1osVjftziw1PiXx,2947,Bread,Crepes,Bread,Crepes
R_272OpdketQIXsXY,2948,Strawberries,Oysters,Strawberries,Oysters
R_1OoVl17KxREmvA2,2951,Peanuts,Raspberries,Raspberries,Peanuts
R_21aomaYXkVn3UYf,2953,Mushroom,Peach,Peach,Mushroom
R_1ffl1Rih1LXOCbP,2953,Mushroom,Peach,Peach,Mushroom
R_3Eosvtbcu2F0Ed4,2953,Mushroom,Peach,Peach,Mushroom
R_8Dp7AOsCDvGs3MB,2953,Mushroom,Peach,Mushroom,Peach
R_1ffl1Rih1LXOCbP,2954,Popcorn,Boiled egg,Popcorn,Boiled egg
R_2cwRNZmU1CxrGvr,2954,Popcorn,Boiled egg,Popcorn,Boiled egg
R_1osVjftziw1PiXx,2955,Butternut squash,Chocolate chip muffin,Chocolate chip muffin,Butternut squash
R_8Dp7AOsCDvGs3MB,2955,Butternut squash,Chocolate chip muffin,Chocolate chip muffin,Butternut squash
R_1GNtHSky2kAJy9W,2956,Pepperoni,Crepes,Crepes,Pepperoni
R_8Dp7AOsCDvGs3MB,2956,Pepperoni,Crepes,Crepes,Pepperoni
R_2xXXd2eve9sTcju,2957,Kidney beans,Boiled egg,Kidney beans,Boiled egg
R_2xXXd2eve9sTcju,2959,Guacamole,Pancakes,Pancakes,Guacamole
R_272OpdketQIXsXY,2962,Grapes,Blueberries,Blueberries,Grapes
R_1GNtHSky2kAJy9W,2964,Granola,Carrot cake,Carrot cake,Granola
R_272OpdketQIXsXY,2964,Granola,Carrot cake,Carrot cake,Granola
R_3Eosvtbcu2F0Ed4,2965,Orange,Sushi,Sushi,Orange
R_1GNtHSky2kAJy9W,2967,Guacamole,Dates,Guacamole,Dates
R_21aomaYXkVn3UYf,2967,Guacamole,Dates,Dates,Guacamole
R_1osVjftziw1PiXx,2968,Croissant,Coconut,Croissant,Coconut
R_1GNtHSky2kAJy9W,2968,Croissant,Coconut,Croissant,Coconut
R_1osVjftziw1PiXx,2970,Cookies/biscuits,Chocolate chip muffin,Cookies/biscuits,Chocolate chip muffin
R_21aomaYXkVn3UYf,2971,Oysters,Courgette,Oysters,Courgette
R_272OpdketQIXsXY,2971,Oysters,Courgette,Courgette,Oysters
R_2xXXd2eve9sTcju,2972,Cashew nuts,Kidney beans,Cashew nuts,Kidney beans
R_2cwRNZmU1CxrGvr,2972,Cashew nuts,Kidney beans,Cashew nuts,Kidney beans
R_1RJhOTKOxbFmZfr,2972,Cashew nuts,Kidney beans,Kidney beans,Cashew nuts
R_1OoVl17KxREmvA2,2974,Blueberries,Chocolate chip muffin,Chocolate chip muffin,Blueberries
R_2cwRNZmU1CxrGvr,2975,Kidney beans,Soup,Soup,Kidney beans
R_1GNtHSky2kAJy9W,2978,Croissant,Boiled egg,Croissant,Boiled egg
R_272OpdketQIXsXY,2978,Croissant,Boiled egg,Croissant,Boiled egg
R_2xXXd2eve9sTcju,2980,Orange,Chocolate chip muffin,Orange,Chocolate chip muffin
R_1ffl1Rih1LXOCbP,2981,Brownies,Soup,Brownies,Soup
R_1GNtHSky2kAJy9W,2981,Brownies,Soup,Soup,Brownies
R_1OoVl17KxREmvA2,2982,Chicken nugges,Soup,Chicken nugges,Soup
R_21aomaYXkVn3UYf,2982,Chicken nugges,Soup,Chicken nugges,Soup
R_2xXXd2eve9sTcju,2983,Tacos,Raspberries,Raspberries,Tacos
R_1GNtHSky2kAJy9W,2986,Chocolate chip muffin,Apple pie,Chocolate chip muffin,Apple pie
R_1ffl1Rih1LXOCbP,2987,Cheddar cheese,Boiled egg,Cheddar cheese,Boiled egg
R_1RJhOTKOxbFmZfr,2990,Bread,Baked potato,Bread,Baked potato
R_8Dp7AOsCDvGs3MB,2990,Bread,Baked potato,Baked potato,Bread
R_2cwRNZmU1CxrGvr,2990,Bread,Baked potato,Bread,Baked potato
R_2cwRNZmU1CxrGvr,2992,Cod,Baked beans,Cod,Baked beans
R_3Eosvtbcu2F0Ed4,2993,Baked beans,Baked potato,Baked beans,Baked potato
R_21aomaYXkVn3UYf,2995,Tacos,Baked beans,Baked beans,Tacos
R_1GNtHSky2kAJy9W,2996,Falafel,Milk chocolate,Milk chocolate,Falafel
R_272OpdketQIXsXY,2996,Falafel,Milk chocolate,Milk chocolate,Falafel
R_2cwRNZmU1CxrGvr,2997,Avocado,Coconut,Avocado,Coconut
R_1OoVl17KxREmvA2,3000,Carrot,Chicken nugges,Carrot,Chicken nugges
R_1osVjftziw1PiXx,3002,Onion,Bacon,Bacon,Onion
R_1GNtHSky2kAJy9W,3003,Sprouts,Sausage,Sausage,Sprouts
R_21aomaYXkVn3UYf,3005,Popcorn,Onion,Popcorn,Onion
R_2xXXd2eve9sTcju,3006,Bacon,Apple,Apple,Bacon
R_3Eosvtbcu2F0Ed4,3009,Croissant,Rocket/arugula ,Rocket/arugula ,Croissant
R_1ffl1Rih1LXOCbP,3009,Croissant,Rocket/arugula ,Croissant,Rocket/arugula 
R_1osVjftziw1PiXx,3011,Crisps/chips,Smoked salmon,Smoked salmon,Crisps/chips
R_1OoVl17KxREmvA2,3011,Crisps/chips,Smoked salmon,Smoked salmon,Crisps/chips
R_1RJhOTKOxbFmZfr,3011,Crisps/chips,Smoked salmon,Smoked salmon,Crisps/chips
R_8Dp7AOsCDvGs3MB,3013,Crepes,Cod,Cod,Crepes
R_2cwRNZmU1CxrGvr,3013,Crepes,Cod,Cod,Crepes
R_2xXXd2eve9sTcju,3013,Crepes,Cod,Crepes,Cod
R_1RJhOTKOxbFmZfr,3014,Butternut squash,Sushi,Sushi,Butternut squash
R_272OpdketQIXsXY,3015,Baked beans,Orange,Orange,Baked beans
R_1RJhOTKOxbFmZfr,3015,Baked beans,Orange,Orange,Baked beans
R_1osVjftziw1PiXx,3016,Victoria sponge cake,Sushi,Victoria sponge cake,Sushi
R_3Eosvtbcu2F0Ed4,3017,Pasta,Tomato,Pasta,Tomato
R_21aomaYXkVn3UYf,3018,Sweet potatoes,Crisps/chips,Crisps/chips,Sweet potatoes
R_1GNtHSky2kAJy9W,3018,Sweet potatoes,Crisps/chips,Sweet potatoes,Crisps/chips
R_21aomaYXkVn3UYf,3020,Blue cheese,Boiled egg,Blue cheese,Boiled egg
R_1GNtHSky2kAJy9W,3020,Blue cheese,Boiled egg,Blue cheese,Boiled egg
R_272OpdketQIXsXY,3021,Crepes,Honey,Honey,Crepes
R_1RJhOTKOxbFmZfr,3022,Courgette,Hummus,Courgette,Hummus
R_3Eosvtbcu2F0Ed4,3023,Sushi,Cheddar cheese,Sushi,Cheddar cheese
R_1GNtHSky2kAJy9W,3024,Sushi,Burrito,Sushi,Burrito
R_1GNtHSky2kAJy9W,3027,Lamb,Victoria sponge cake,Victoria sponge cake,Lamb
R_2xXXd2eve9sTcju,3027,Lamb,Victoria sponge cake,Victoria sponge cake,Lamb
R_2xXXd2eve9sTcju,3028,Baked beans,Pepperoni,Baked beans,Pepperoni
R_1ffl1Rih1LXOCbP,3030,Scrambled egg,Butternut squash,Scrambled egg,Butternut squash
R_1GNtHSky2kAJy9W,3030,Scrambled egg,Butternut squash,Scrambled egg,Butternut squash
R_1OoVl17KxREmvA2,3030,Scrambled egg,Butternut squash,Butternut squash,Scrambled egg
R_1RJhOTKOxbFmZfr,3031,Victoria sponge cake,Ham,Victoria sponge cake,Ham
R_8Dp7AOsCDvGs3MB,3032,Peach,Smoked salmon,Smoked salmon,Peach
R_1RJhOTKOxbFmZfr,3033,Prawns,Steak,Steak,Prawns
R_8Dp7AOsCDvGs3MB,3033,Prawns,Steak,Prawns,Steak
R_3Eosvtbcu2F0Ed4,3034,Peanuts,Donuts,Donuts,Peanuts
R_272OpdketQIXsXY,3036,Melon,Popcorn,Melon,Popcorn
R_1osVjftziw1PiXx,3037,Blueberries,Melon,Blueberries,Melon
R_272OpdketQIXsXY,3037,Blueberries,Melon,Melon,Blueberries
R_3Eosvtbcu2F0Ed4,3037,Blueberries,Melon,Melon,Blueberries
R_1osVjftziw1PiXx,3038,Pancakes,Chips/fries,Pancakes,Chips/fries
R_21aomaYXkVn3UYf,3039,Poached egg,Dates,Dates,Poached egg
R_8Dp7AOsCDvGs3MB,3039,Poached egg,Dates,Dates,Poached egg
R_1ffl1Rih1LXOCbP,3039,Poached egg,Dates,Dates,Poached egg
R_3Eosvtbcu2F0Ed4,3042,Spinach,Pancakes,Pancakes,Spinach
R_1osVjftziw1PiXx,3044,Granola,Cheddar cheese,Granola,Cheddar cheese
R_3Eosvtbcu2F0Ed4,3044,Granola,Cheddar cheese,Cheddar cheese,Granola
R_272OpdketQIXsXY,3044,Granola,Cheddar cheese,Cheddar cheese,Granola
R_21aomaYXkVn3UYf,3045,Cashew nuts,Boiled egg,Boiled egg,Cashew nuts
R_272OpdketQIXsXY,3046,Cod,Carrot,Cod,Carrot
R_3Eosvtbcu2F0Ed4,3047,Pasta,Brocolli,Brocolli,Pasta
R_1RJhOTKOxbFmZfr,3047,Pasta,Brocolli,Pasta,Brocolli
R_2xXXd2eve9sTcju,3049,Boiled egg,Sausage,Sausage,Boiled egg
R_2cwRNZmU1CxrGvr,3049,Boiled egg,Sausage,Sausage,Boiled egg
R_1ffl1Rih1LXOCbP,3050,Mango,Steak,Mango,Steak
R_21aomaYXkVn3UYf,3050,Mango,Steak,Steak,Mango
R_2xXXd2eve9sTcju,3051,Baked beans,Pancakes,Pancakes,Baked beans
R_8Dp7AOsCDvGs3MB,3053,Blue cheese,Peanuts,Blue cheese,Peanuts
R_2cwRNZmU1CxrGvr,3053,Blue cheese,Peanuts,Blue cheese,Peanuts
R_3Eosvtbcu2F0Ed4,3054,Courgette,Pizza,Pizza,Courgette
R_21aomaYXkVn3UYf,3054,Courgette,Pizza,Pizza,Courgette
R_2xXXd2eve9sTcju,3055,Bacon,Victoria sponge cake,Bacon,Victoria sponge cake
R_272OpdketQIXsXY,3057,Sprouts,Spinach,Spinach,Sprouts
R_1osVjftziw1PiXx,3057,Sprouts,Spinach,Sprouts,Spinach
R_1RJhOTKOxbFmZfr,3058,Cookies/biscuits,Oysters,Cookies/biscuits,Oysters
R_2xXXd2eve9sTcju,3058,Cookies/biscuits,Oysters,Cookies/biscuits,Oysters
R_1GNtHSky2kAJy9W,3059,Oysters,Milk,Milk,Oysters
R_1osVjftziw1PiXx,3059,Oysters,Milk,Milk,Milk
R_1osVjftziw1PiXx,3063,Mac n cheese,Bread,Bread,Mac n cheese
R_2xXXd2eve9sTcju,3063,Mac n cheese,Bread,Mac n cheese,Bread
R_1GNtHSky2kAJy9W,3064,Onion,Chips/fries,Onion,Chips/fries
R_1ffl1Rih1LXOCbP,3064,Onion,Chips/fries,Chips/fries,Onion
R_1OoVl17KxREmvA2,3065,Avocado,Croissant,Croissant,Avocado
R_1osVjftziw1PiXx,3068,Milk,Chocolate chip muffin,Chocolate chip muffin,Milk
R_8Dp7AOsCDvGs3MB,3069,Carrot,Butternut squash,Butternut squash,Carrot
R_1GNtHSky2kAJy9W,3069,Carrot,Butternut squash,Butternut squash,Carrot
R_3Eosvtbcu2F0Ed4,3070,Peas,Crisps/chips,Crisps/chips,Peas
R_1RJhOTKOxbFmZfr,3070,Peas,Crisps/chips,Crisps/chips,Peas
R_21aomaYXkVn3UYf,3071,Chicken nugges,Milk chocolate,Milk chocolate,Chicken nugges
R_w5bx4uWq1BMU9qx,3073,Avocado,Peanuts,Peanuts,Avocado
R_w1Lz1VKsgS8MYKt,3073,Avocado,Peanuts,Peanuts,Avocado
R_2fHgzRZZAyze0oB,3073,Avocado,Peanuts,Peanuts,Avocado
R_e8UYXH2jdNi46vT,3073,Avocado,Peanuts,Peanuts,Avocado
R_vjWHmHZ7Yqb3DNv,3075,Poached egg,Cheddar cheese,Cheddar cheese,Poached egg
R_eUOZej0ZzFYzbHj,3076,Peanuts,Chips/fries,Chips/fries,Chips/fries
R_2YgGNJSTi4ugpGG,3076,Peanuts,Chips/fries,Chips/fries,Peanuts
R_W0tu5cU9H9KVFPX,3077,Popcorn,Kidney beans,Popcorn,Kidney beans
R_1GBMalERvY4YaQx,3078,Guacamole,Oysters,Guacamole,Oysters
R_ePtY8NIFk06EYAF,3078,Guacamole,Oysters,Guacamole,Oysters
R_3lY01gu9rg2DhtI,3079,Scrambled egg,Brownies,Brownies,Scrambled egg
R_2fHgzRZZAyze0oB,3079,Scrambled egg,Brownies,Brownies,Scrambled egg
R_1GBMalERvY4YaQx,3081,Carrot cake,Crepes,Carrot cake,Crepes
R_2fHgzRZZAyze0oB,3082,Grapes,Ice cream,Ice cream,Grapes
R_w1Lz1VKsgS8MYKt,3082,Grapes,Ice cream,Ice cream,Grapes
R_2fHgzRZZAyze0oB,3083,Courgette,Apple,Apple,Courgette
R_w1Lz1VKsgS8MYKt,3084,Smoked salmon,Cashew nuts,Cashew nuts,Smoked salmon
R_ePtY8NIFk06EYAF,3085,Cheesecake,Bacon,Cheesecake,Bacon
R_2fHgzRZZAyze0oB,3086,Mushroom,Granola,Mushroom,Granola
R_3lY01gu9rg2DhtI,3088,Carrot cake,Boiled egg,Carrot cake,Boiled egg
R_2fHgzRZZAyze0oB,3089,Strawberries,Mac n cheese,Mac n cheese,Strawberries
R_2YgGNJSTi4ugpGG,3090,Corn,Ice cream,Ice cream,Corn
R_w1Lz1VKsgS8MYKt,3091,Apple pie,Peanuts,Apple pie,Peanuts
R_1GBMalERvY4YaQx,3091,Apple pie,Peanuts,Peanuts,Apple pie
R_e8UYXH2jdNi46vT,3092,Cheddar cheese,Nachos,Nachos,Cheddar cheese
R_W0tu5cU9H9KVFPX,3092,Cheddar cheese,Nachos,Cheddar cheese,Nachos
R_ePtY8NIFk06EYAF,3094,Bread,Kiwi,Bread,Kiwi
R_ePtY8NIFk06EYAF,3095,Ham,Sausage,Sausage,Ham
R_w5bx4uWq1BMU9qx,3096,Blueberries,Falafel,Blueberries,Falafel
R_ePtY8NIFk06EYAF,3096,Blueberries,Falafel,Blueberries,Falafel
R_vjWHmHZ7Yqb3DNv,3097,Baked potato,Peas,Baked potato,Peas
R_3lY01gu9rg2DhtI,3099,Peach,Mango,Mango,Peach
R_ePtY8NIFk06EYAF,3099,Peach,Mango,Peach,Mango
R_ePtY8NIFk06EYAF,3100,Mac n cheese,Apple pie,Apple pie,Mac n cheese
R_vjWHmHZ7Yqb3DNv,3101,Pulled pork,Onion,Pulled pork,Onion
R_W0tu5cU9H9KVFPX,3103,Pasta,Milk chocolate,Milk chocolate,Pasta
R_2fHgzRZZAyze0oB,3104,Onion,Mango,Mango,Onion
R_w1Lz1VKsgS8MYKt,3104,Onion,Mango,Mango,Mango
R_2YgGNJSTi4ugpGG,3104,Onion,Mango,Mango,Onion
R_W0tu5cU9H9KVFPX,3105,Onion,Fried eggs,Fried eggs,Onion
R_eUOZej0ZzFYzbHj,3106,Kidney beans,Mushroom,Mushroom,Kidney beans
R_2fHgzRZZAyze0oB,3106,Kidney beans,Mushroom,Kidney beans,Mushroom
R_2YgGNJSTi4ugpGG,3107,Crisps/chips,Butternut squash,Butternut squash,Crisps/chips
R_w1Lz1VKsgS8MYKt,3107,Crisps/chips,Butternut squash,Crisps/chips,Butternut squash
R_eUOZej0ZzFYzbHj,3109,Onion rings,Peach,Peach,Onion rings
R_2fHgzRZZAyze0oB,3109,Onion rings,Peach,Onion rings,Peach
R_e8UYXH2jdNi46vT,3109,Onion rings,Peach,Peach,Onion rings
R_e8UYXH2jdNi46vT,3110,Poached egg,Boiled egg,Boiled egg,Poached egg
R_vjWHmHZ7Yqb3DNv,3111,Cheddar cheese,Prawns,Cheddar cheese,Prawns
R_w1Lz1VKsgS8MYKt,3111,Cheddar cheese,Prawns,Prawns,Cheddar cheese
R_w5bx4uWq1BMU9qx,3111,Cheddar cheese,Prawns,Cheddar cheese,Prawns
R_eUOZej0ZzFYzbHj,3113,Baked beans,Lamb,Baked beans,Lamb
R_2fHgzRZZAyze0oB,3113,Baked beans,Lamb,Lamb,Baked beans
R_W0tu5cU9H9KVFPX,3116,Crepes,Coconut,Crepes,Coconut
R_2fHgzRZZAyze0oB,3116,Crepes,Coconut,Crepes,Coconut
R_vjWHmHZ7Yqb3DNv,3116,Crepes,Coconut,Crepes,Coconut
R_1GBMalERvY4YaQx,3116,Crepes,Coconut,Crepes,Coconut
R_2YgGNJSTi4ugpGG,3117,Marmite/vegemite,Crisps/chips,Marmite/vegemite,Crisps/chips
R_2fHgzRZZAyze0oB,3118,Chicken nugges,Spinach,Chicken nugges,Spinach
R_W0tu5cU9H9KVFPX,3118,Chicken nugges,Spinach,Chicken nugges,Spinach
R_vjWHmHZ7Yqb3DNv,3118,Chicken nugges,Spinach,Chicken nugges,Spinach
R_vjWHmHZ7Yqb3DNv,3119,Baked potato,Prawns,Prawns,Baked potato
R_1GBMalERvY4YaQx,3119,Baked potato,Prawns,Prawns,Baked potato
R_e8UYXH2jdNi46vT,3119,Baked potato,Prawns,Prawns,Baked potato
R_2YgGNJSTi4ugpGG,3121,Melon,Pepperoni,Melon,Pepperoni
R_vjWHmHZ7Yqb3DNv,3122,Smoked salmon,Cod,Smoked salmon,Cod
R_3lY01gu9rg2DhtI,3122,Smoked salmon,Cod,Smoked salmon,Cod
R_eUOZej0ZzFYzbHj,3122,Smoked salmon,Cod,Smoked salmon,Cod
R_w1Lz1VKsgS8MYKt,3124,Rice,Carrot cake,Rice,Carrot cake
R_e8UYXH2jdNi46vT,3127,Carrot cake,Cod,Carrot cake,Cod
R_ePtY8NIFk06EYAF,3127,Carrot cake,Cod,Cod,Carrot cake
R_2YgGNJSTi4ugpGG,3127,Carrot cake,Cod,Cod,Carrot cake
R_eUOZej0ZzFYzbHj,3130,Crepes,Milk,Crepes,Milk
R_ePtY8NIFk06EYAF,3131,Bread,Dates,Bread,Dates
R_W0tu5cU9H9KVFPX,3131,Bread,Dates,Bread,Dates
R_1GBMalERvY4YaQx,3131,Bread,Dates,Bread,Dates
R_eM79wWQHFSyZRPb,3131,Bread,Dates,Bread,Dates
R_ePtY8NIFk06EYAF,3133,Dates,Banana,Banana,Dates
R_1GBMalERvY4YaQx,3134,Banana,Bread,Bread,Banana
R_vjWHmHZ7Yqb3DNv,3134,Banana,Bread,Banana,Bread
R_w5bx4uWq1BMU9qx,3135,Raspberries,Onion,Raspberries,Onion
R_W0tu5cU9H9KVFPX,3135,Raspberries,Onion,Raspberries,Onion
R_ePtY8NIFk06EYAF,3135,Raspberries,Onion,Raspberries,Onion
R_1GBMalERvY4YaQx,3136,Baked potato,Ice cream,Ice cream,Baked potato
R_eM79wWQHFSyZRPb,3136,Baked potato,Ice cream,Ice cream,Baked potato
R_2fHgzRZZAyze0oB,3137,Orange,Tacos,Orange,Tacos
R_vjWHmHZ7Yqb3DNv,3137,Orange,Tacos,Orange,Tacos
R_eUOZej0ZzFYzbHj,3138,Dates,Baked potato,Dates,Baked potato
R_1GBMalERvY4YaQx,3139,Onion,Cookies/biscuits,Cookies/biscuits,Onion
R_W0tu5cU9H9KVFPX,3140,Cheesecake,Brownies,Cheesecake,Brownies
R_e8UYXH2jdNi46vT,3140,Cheesecake,Brownies,Brownies,Cheesecake
R_w5bx4uWq1BMU9qx,3141,Brownies,Cashew nuts,Brownies,Cashew nuts
